id,position,goal,steps,moves,distance,mate,forcing,nonforcing,winning,threat_ignored,threat_at_line_end,quiet,blocks,decisive_steps,root_pieces
fe683ee34a96,d00011214003d:21c80a99282,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
3430437393fb,2001199121901:800198020401c41a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
777ac4edc7d9,1081010021016129:1005081d08090c0,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
4c7c8a1d1b96,1800884aa2548:80080401210190b3,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,28
069324c7ce01,3054089c34:800088035620b,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
b89d38fdb912,100908108840904a:900910190a91,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
4af160958e2a,1089808082809602:8000120b140b0089,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
bfcd655a8cd7,100d060144418044:400100c120c5609,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
48a350a7ecd8,a000a63038205:8000c004900c710a,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
2cfab372c880,c40005407c084:c000800c80083c0b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
585418b07855,102088509841c:408051102101381,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
5808b61e4e46,10208850d841c:418051102101381,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
1b8d6036a984,19009c0088056:9008000210435909,win,4,7,7,mate in 4,3,1,1,0,0,0,0,4,27
9771f1d5808a,1481310b211:1090001a0494148,win,5,9,17,mate in 9,1,4,1,0,0,3,3,2,26
291538ff3f56,100a10221972:100a002000cd808d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
030f93221d94,9100c4408a452:100000013007590d,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
68e954dbe3a9,982009001ab02:800000090a0c14ad,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
473fe544d363,2902090120848b:2096093b24,win,10,19,31,mate in 16,3,7,1,0,0,6,6,4,28
a96843bed76f,108105c10005051:10040100017c812c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
d3ce569b07bb,104421140950a:90409001840b0041,win,4,7,7,mate in 4,3,1,1,0,0,0,1,3,26
13eba9909833,2010881183140c:10800120042c81a3,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
dea187d2a5fc,2280208c0085a01:d000d02012218028,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
861be2dd8e5f,180908010081c940:104898581099,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
8557770ac2b8,9010c0084018298:11109981d01,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
68139efef430,9010c0086018298:10011109981d01,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
2d96e39f78f6,11b80982083:10100800103d11c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
893b9fe32694,11bc0982083:10180800103d11c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
0850109fae8a,108004093942e:44918c204891,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
bd8546b8dc1b,1009b00401849101:20000109b009209c,win,3,5,5,mate in 3,2,1,1,0,0,0,2,1,28
3776f4c6e35f,18010800808a1c28:10231c218083,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
93488be32af9,19009a2408610:9008000014097149,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
18d8ad99943f,102a10224a19:100800008819b522,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
1cfb15eeb27c,904908000943c:900914990083,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
4244214c19da,110209030c18c:11901091a31,win,4,7,7,mate in 4,3,1,1,0,0,0,1,3,26
5cee5963a68b,8104111001151a:800d94c8c5,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
75bf09ca4522,10201b700910a:90089008000b2621,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
e14063016d00,2000089a085681:ca004a0892a,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
d65e4b15cc50,10080084002dc611:1102910c010ec,win,7,13,19,mate in 10,1,6,0,0,1,5,5,2,28
c46d11ad9cd0,1100914084a31:10080000c821b4c8,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,27
9bf0ba8093ba,809480942b4:140042014b84b,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
2e21221c60ad,10093850b052:18080840000948ad,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
09b1be4a4dc5,1008046429243:2000201808d448c,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,26
a19060cd4206,1808046429243:2800201808d448c,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
2c6b5950f69d,111008c09940c:8000880111064903,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
adb373593842,1880081a881901:80000a108110829a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
21bce92f3907,10c5014200cd:1041010090859502,win,10,19,23,mate in 12,2,8,0,0,1,7,7,3,27
67d10bb8f7ab,10981040004480c5:4000989098101a,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
277a0f49944b,24c6044a2c0:4048c0008208510c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
2b2350e1c86e,810081300a1509:100011088581a092,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
18a2b935d591,11088440c1c1c:500840011091c0a1,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
670a5b658f86,20807381925:100010101884a698,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
ab68dc16fde6,180009b20cb001:8001a0144011421c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
0a2723ec41dc,100096280e243:c008c000900910b8,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
f00e123879a2,108db00130c4:3001a04000cc8809,win,6,11,19,mate in 10,2,4,1,0,0,3,4,2,28
de94ad92e236,23000b2003318:30000202004b88c3,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
ab801b23e228,10491148a038:80030a0311943,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,27
7daf6797963b,900045282b0a2:108b000d430d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
e9eb5bf8b81d,1081900180052902:800000805188d08d,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
908de040d303,80d380d4608:40906004600b805,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
3d2f1b2dc920,1098000210811988:1098881aa013,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
14cf67970ed3,1492080232100b:90080014900c8234,win,3,5,9,mate in 5,1,2,1,1,0,0,0,3,28
1385262c4074,20dda081808:880988000005c205,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
734f94d2f6da,198000019a08b:80000001b8821914,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
3c2555eb59ae,13040ba401406:300088010401aa61,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
74712f773108,b18098788:8060087025807,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
0218f3a9bbb0,110e51083842:300420002046c10d,win,5,9,13,mate in 7,1,4,0,0,0,4,3,2,28
0cb7042dc655,990280109a021:90000001b420158c,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
a061bd6ce032,19080b008a10c:9080000940a150a1,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
aba3b94ca77f,104c00002428e128:104c50441455,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
39783ba37978,5000035095928:60254024a445,win,5,9,9,mate in 5,4,1,1,0,0,0,1,4,28
990acf1e8690,11100e509a108:4108440910005413,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
ee2abd6d8169,20008a01a150a4:810021900a890b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
21fa426d2528,1810001620c329:40004218401c1494,win,8,15,19,mate in 10,1,7,1,0,0,6,6,2,28
5c7ae59787d5,9009000a84125101:40094011009845a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
7226aecd50b0,211009000ca944:100000209123122b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
75d478dc4c3a,410e4112c5:4108809088ac08,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
cc5e208f9d34,410e4512c5:4108809088ac28,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
7cf4019d094a,23001010099614:1023003600ab,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
8e916e816c41,20005880493049:48002022b083b0,win,6,11,15,mate in 8,3,3,0,0,0,3,3,3,27
06071ac1e037,2e514ec:100810018cb13,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
b8392af846bb,1009000084434551:900b3008b00e,win,10,19,35,mate in 18,3,7,1,0,0,6,4,6,28
124e2778fe1c,18014920c1a06:20c020900138099,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
c1984ee7f393,90001982cd204:4a2862012829,win,6,11,15,mate in 8,2,4,1,0,0,3,4,2,28
8915ddfea9a4,100003812d09a:80009c08d2805,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
5f4f78a23e82,2084a444ba:80208002000b9145,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
591755021b92,1802042004268c8:42018031889502,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
f40f229dd464,288000120bb014:102c8024422b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
b93befdaa2b3,100810001a104a63:83a202ab018,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
693326e857ba,108021400a59a:80014012a0b1a01,win,4,7,7,mate in 4,2,2,1,1,0,0,1,3,27
04907d92cfa0,1009840410a09025:800010098c0d0c88,win,8,15,27,mate in 14,0,8,1,0,0,7,4,4,28
464aa7e413e9,2001010013da11:14220c320212a,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
3e64422af2ed,2910901109418:80412940b2103,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,27
7be2ffa8e4a1,1886001c009143:1882590e1c,win,4,7,7,mate in 4,2,2,1,1,0,0,1,3,28
32bfcc07595c,112970018108a:8000812878a15,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
401945f4a6c6,419001c00a1488:44401451c053,win,7,13,13,mate in 7,2,5,1,0,0,4,5,2,27
6fcc09d27cc4,1800189868d010:20502040112969,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
17eba0dcf02f,1482494955:4c20051149608,win,11,21,25,mate in 13,4,7,1,0,0,6,6,5,28
9049f310cbd8,28000a0c712c1:a00020860008a03e,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
e72f4c4a34a5,2900a70024094:900820008018b80b,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
c8911bd2a98a,1080018c10e13:8001041043091e8,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
a20092411ab4,2405029d34:1029035220b,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
0217472e75c0,29000ab808a044:902100231a2b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
7c1995383ef0,308511092901:200108002884d08c,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
67571db7a487,22140092028e14:900080220420312b,win,4,7,9,mate in 5,1,3,0,0,1,2,3,1,28
fc8b1aa9c0a7,1840095002c49:408004920c99180,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
19f477abc129,190210030c12a:8020001891093011,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
cefc98a5f663,10028a0b0c214:80091000930ab,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
a65e9ff21d71,21108010898087:1080002920227828,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
34a5ce28ee6f,1b0018028c821:900000003503350a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
1425435d3845,200005c0835cc:100050020007ca23,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
03b7ed966797,200120821a43a:880096121b41,win,7,13,17,mate in 9,1,6,0,0,1,5,5,2,27
6930b4adb975,4900a18001d820:104818e820c9,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,27
6ac5f72442ff,1c801c0002c07:400004002cc9c0c8,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
3af1fc3df1a7,40020002b9943:1008100c110400bc,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
4d398c4cf8b2,9420481088255:4952555108,win,9,17,31,mate in 16,2,7,0,0,1,6,4,5,28
431eae52e014,3001ba0181408:884000403e093,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
3c843bdbf10b,900b201200183009:9009b0078016,win,5,9,11,mate in 6,3,2,1,1,0,0,0,5,28
18ad9f08cbd6,18003110e8045:8008014c8041310a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
ffd237bd0724,9803102081229:9000100890318850,win,6,11,13,mate in 7,0,6,1,0,0,5,4,2,26
d41bbfe4e994,100449400246d:100141c5d182,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
5cb46fe30bed,14021000110561c:406260a9e1,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,27
5c61fdfa5487,2004010691e14:20a0681eb,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
998a028b9c7e,1009000042128617:100b104950e8,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
cea8245957b0,18001d1021c005:10019000801c1138,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
bff24d2d076c,100880031881180e:1108c800e8191,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
ccce4ad0e12e,2000c48682d44:800020506d22b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
c595fe90ae13,10088001085808c9:800018d890819010,win,7,13,31,mate in 16,2,5,1,0,0,4,2,5,27
802d54bb686a,41480940409803:8008804098094258,win,11,21,35,mate in 18,2,9,1,0,0,8,7,4,27
ba644d7570f3,550a5c029:10811080004814d4,win,7,13,17,mate in 9,2,5,0,0,1,4,5,2,26
8055d38bdd4c,1200380492548:80006502d0a3,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
5d4f3087a28a,109910886c18:890000c81190a3,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
6b550c05ef6a,91089a00090e0:1000000018c96919,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
be458632cc57,52800b1003902:200011054805c00d,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
81632fddb6b1,508019808d088:500c60852805,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
afaf229cfce7,3000d4018b118:82002b0074027,win,5,9,9,mate in 5,3,2,1,1,0,0,1,4,28
4c93c910ea94,2100490400a549:80008420b0691022,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
8b56e4d45cdc,4040300096c92:300046406910d,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
11f730a11503,100912102201d008:4009d0182291,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
1a9c68dfcecb,100912102281d008:2004009d0182291,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
061226449469,28100190490249:1026802a090a6,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
308f668e26bc,401411054c05a:40400c41091325,win,7,13,33,mate in 17,2,5,1,1,0,3,3,4,28
d051907b6a51,16000a009a382:200800094080503d,win,11,21,35,mate in 18,2,9,0,0,1,8,9,2,26
e062ce9cb301,2841a1120112a:84080020841b8411,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
39fc8d8bce5d,1980899181408:1008011100018b53,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
dea624de15a7,10a800080201830d:90a190a810a2,win,4,7,7,mate in 4,3,1,1,0,0,0,0,4,27
d1172695cdb0,182282021c128:80200001d2083203,win,4,7,9,mate in 5,0,4,1,0,0,3,2,2,26
994d7e8a2a3e,102400e421c24:4039009824b,win,7,13,29,mate in 15,1,6,0,0,0,6,4,3,26
a4046e160398,9080250138813:480250090808700c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
4d9b815e8b17,1203290283418:10000924178027,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
4c4625516d83,c120b08088a03:120100041207111c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
dc3a7f09e9ee,28004880411c8a:a014a8a065,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
714bac2bba44,29004880411c8a:a114a8a065,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
d26446406475,290121030012a2:1000100810a92509,win,4,7,9,mate in 5,1,3,1,0,0,2,3,1,26
8bd1925890ad,2081002200c3c3:220d1643034,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
891bbca18588,49000090053027:104920788258,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
5349c1e702a0,15998288019:49100001511962,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
6d5e8987932b,1102150e01861:502048808801c08c,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
ca32d40dc9ef,4181417609:1870016188150,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
0d85533c69e9,2009020003089b02:200a009a0016409,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,26
5bbb379f5849,2009020013089b02:200a009e0016409,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
b3c97136462d,4904488a00845:80000820104c94b8,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
0774e100c4c9,908004c119125:100910486cd8,win,3,5,5,mate in 3,1,2,1,1,0,0,1,2,28
8a1fd3c95903,41c000c0115c10:c0000041184880e9,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
881acdbc7161,810002120aa498:828188811a03,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
ef234fc2eff8,810002121aa498:828188815a03,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
46c50337da82,1c0842083b001:80040001d00c408e,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
7eb08baf5df3,1c0882000d12a:80002001c0992095,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,27
5580ad7cc909,1400009509a148:1041500145415,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
87333b36ba96,1804003409558:9040120190010a81,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
3f63e63dd2a1,100098ac0a145:8100898001091a88,win,4,7,7,mate in 4,1,3,1,0,0,2,2,2,28
8502afde4518,9000a08529862:801280118029001d,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
a94e245878ab,912408441800e:10008009120a1641,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
27a7dd77c419,1009842012281007:8400100984058628,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
61f37c8a5297,a000007049534:100a102b220b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
8d905ed3b435,1d08018019422:10000001c4a84889,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
b5922fb696e2,900021a075881:80028d0088830e,win,3,5,9,mate in 5,0,3,0,0,0,3,2,1,28
0cbf7b669c9f,4502400048b608:8000dc6054045,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
d07d589aa32b,900ae116c:9002052414293,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
14236adad03e,190000d049408b:80109900909074,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
7ca15eae2170,43104910031014:100800028058834b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
7740fbe1ff76,c0011505ad008:1500c00052157,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
d6dafc3707df,200054441d40c:9000a100e2053,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
d6ee9fcb76a1,1020e1281104a:c0001804e8a85,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
765575c83c4a,50000981d2c41:41d0480d09c,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
9595ed850d75,101885098880b:4008401101035194,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
66178ac53a67,5009000804819190:400540151084409,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
e5ac98cba361,1809040814108258:18010b095d01,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
a5e4b875a7b5,1840c108118ac:80040021842cc403,win,5,9,11,mate in 6,0,5,1,0,0,4,3,2,28
4031c9879c5d,1028700d2000d001:50020502d212c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
4f70f972556b,120904011009c00a:1208468016a5,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
4d4fc982df88,1009040c070401a8:4120110899605,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
05c6b553a9d2,118118b4508:10804004410b093,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
bda231c990f0,28060196204061:40110280049b608,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
bbee16092eba,20005890d1091:1008a0082e90e,win,4,7,7,mate in 4,2,2,1,1,0,0,0,4,27
83a86ce20273,411005009d0128:100000c8904090d5,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
7577e96e0610,5161c0b110:16080901940c9,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
ce578facebaa,1a2082020aa81:200800019209503c,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,27
10291b1d86c0,10481009800d8602:10046124210cd,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
d286715ec3b8,1808000e202e209:80000380118911c2,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
00e625ad34ea,10284400c687:1001400190a91068,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
63f7ac0b541d,38494639:4000400626b846,draw,14,27,37,draw,3,11,0,0,1,10,6,8,27
925973433391,18110008019983:900080189118001c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
d716dea405da,10091c008104010b:80091c099c04,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
dd33ca2bf89f,5820d94009014:82080400021d0649,win,3,5,9,mate in 5,0,3,0,0,1,2,2,1,28
01c6256e69a1,10002c4137408:8000c41112088213,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
26309a2fbea9,20042b8002103e:100290003429a401,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
69c11b9cd5aa,3105108005a18:10480250538043,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
1d2153b21498,50401a6088209:400a00400053ca4,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
65773ac5cc31,200400d50a5019:8008812a00208526,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
dbf9d4f6ad3b,29822190209040:9000104802490229,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
2cec07db130f,9024090429a02:10401009020d004d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
39f835d8f65a,100a000458253801:1100b000ac0ae,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
2a8fd4b791b2,1046a8327:210220120174c8,win,4,7,7,mate in 4,3,1,1,0,0,0,0,4,27
35f8730e30ef,1008006100631083:110081208ca68,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
72579e533cbb,1500882012749:800084017408d880,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,28
36d9a29600d4,2100070653041:50004006000a482e,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
622941adcde3,10804011021d823:10108c50825c8,win,4,7,7,mate in 4,2,2,1,1,0,0,2,2,28
f485d7aa0bd8,24400dd00c108:c000900a000a1c03,win,8,15,19,mate in 10,0,8,0,0,1,7,6,2,26
5a8fd1409306,49080a9808c202:824102431869,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
7067ea0b7653,4110191292061:9001802c0004930c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
cd9f4bd14490,253821b428:10203000c0044897,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
165727d540ed,42180393411:800180007500c328,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
990b29219e51,1020962213508:400064009408ca21,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
85e7b4b3d992,180001043e2a8:9000100186001c47,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
e092c32a7649,70001a0498458:8000a00604063107,win,9,17,33,mate in 17,3,6,1,0,0,5,5,4,28
e12feb73c4ef,809000891011588:8010ca8c825,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
c6d30a018a01,1809000891011588:18010ca8c825,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
8ef10d7913ea,104c80019000b041:8001104c004d400c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
1ed0f3f89c57,90208420ab422:8000c00380014b19,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,28
f20f5f872737,10810000858ac52:10a17021389,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
c8f3b9ed2060,401004412415821:401842c864c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
cde159c46063,90cb0201c09:8b0000d0ca124,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
f4358b38837f,120144094d08c:20040001b0092871,win,3,5,7,mate in 4,1,2,1,1,0,0,1,2,28
fb350c6e513e,20b0009003c222:a000002122283849,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
8f8babcfb6bd,110800000a189a54:130c1105012b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
10e27bf1edec,9084000649924:1009180b044b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
6156aee50786,5104000700921c:5510550541,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
6bdecb5767d4,14815455404:4500540088169,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
6d6c37ff8dff,4104410448841c:84008010c0117041,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
6a325f4ef876,19040188dc088:8080008980403c45,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
ce8ee0ca7537,1009104885081412:801110538169,win,4,7,7,mate in 4,3,1,1,0,0,0,0,4,28
f09e7af3f4b5,200010423d0a3:218422a2082608,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
51ab9b2b25e4,900d400912081005:2009204c005c608,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
dd8a0a8fc6c8,180211201a238:81008813a1103,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
6a718c1eec7c,1008042101285031:20111814118508,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
fa7a8b4140f0,490100113c901:80000106900c301e,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
e0caee8c394c,4100900818953:10018004914c108c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
0f1718d63cff,28188409e82:4100401289014d,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
e798a6661be5,68188409e82:4100401689014d,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
81eb0e41de47,e009d000100c9:1000210de3016,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
6e31564920a5,41000c0b2803a:2000b410047085,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
