id,position,goal,steps,moves,distance,mate,forcing,nonforcing,winning,threat_ignored,threat_at_line_end,quiet,blocks,decisive_steps,root_pieces
53f3f1cf0781,1981950009812:101a0002881b4009,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
bde3c5f0ed4f,10038141d2109:28140121209434,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
262a8037e768,20100c040c4c5a:80020902392a5,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
725d42fba516,184040c049688:1400100990090845,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,26
51cdf4515c9f,1000ab5088508:9008b00100033003,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
2f5d0e2cff38,100409058449c:1000900100079143,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
0cbf439c6570,1540104981418:140800085101c181,win,6,11,11,mate in 6,2,4,1,0,0,3,2,4,26
0602e6565e9b,a000b0b121109:1000121010098a96,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
e11683f5a66d,308140098489410:1000030807004b4c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
d94807cd7aaa,104184424c409:430002180191034,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
3a9f6835a18b,100900010618b441:80009408900142b8,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
ea8949342553,1009000294112403:9019200ad018,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
2a6de17cac18,8014889aca0:c08c48884004049,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
7bb16ff8672d,402041029da04:80009021a204202b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
5b4805981859,130848020703c:b000800130958081,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
4ed87bb796de,91108013b8001:100200339000113a,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
0c3b4e48bec4,9108908890844:108000409042928b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
ad5006986608,a810802408b481:2910a5426c,win,7,13,35,mate in 18,1,6,0,0,1,5,3,4,28
b0981c39051f,21890269305:803880200219003a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
05f84be4ebac,1b08000888389:20800001b9013802,win,8,15,29,mate in 15,2,6,0,0,0,6,5,3,26
f0432abebe99,20108480258047:10848020108812a8,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
db3d43cf71d3,120086600b682:600840010089406d,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,28
c3618d65801c,18011a0323109:801281109c036,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
9ffc9b546142,1081010111099820:10018a808a04189,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
858284669b21,1020a51819902:80018a0a42ad,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
4039919efafd,100c00117487:10000090108e8a58,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
29b66b706f3a,952090200c02c:92008000d0291203,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
13c6527d6d79,4048808002799:80804168cd804,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
f76b1688c043,209800190019460:8000122802280b89,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
3e46dc3993ab,1a1002c10241d:2000001981099922,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,28
7fe9df939749,100403023912d:2101015c6452,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
ac2dff5e1c2c,8018000512d900c:28082d88004921,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
c5dffa9d8675,a90a100843029:1000000a902b8886,win,3,5,7,mate in 4,0,3,0,0,1,2,2,1,28
3f26dd2a9a38,5009410811a3:100900001033e058,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
3ca38b73d1e4,10022a0217824:102090011806800b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
bcd6facbbc35,100902800023a309:100b138850a2,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
4693e786dc09,6052e01e88:100012008109c163,win,9,17,27,mate in 14,2,7,1,0,0,6,3,6,28
a9cb92f98f59,100403003912d:210101586452,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
690c65c40e69,300a880b08883:888013100b1038,win,12,23,33,mate in 17,2,10,1,0,0,9,6,6,28
d69aea2543cd,205d8298d:100511003d452,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
9bffd046850a,181a8801881a:18080000129a3281,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
456ee2099f1d,106412621c028:8000802880483645,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
75781b7362ff,48d00b4002b01:800002040b0c948c,win,6,11,15,mate in 8,1,5,0,0,1,4,4,2,28
ca10208f6292,1380135b01:800182001280a49a,win,8,15,19,mate in 10,0,8,0,0,0,8,6,2,27
a55fad542470,200430007214d:100081858d892,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
b61f3d5078da,20021528910a1:142020022ea0a,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,26
fe93fa3a1a08,289c2a81803:948000801e2ac,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
054e582199ae,18410008040d9401:18419840086c,win,8,15,31,mate in 16,1,7,1,1,0,5,2,6,26
bbdc0f788839,118000181d02291:1015812099148,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
0131d7c35950,1084088102a10a2:8001004180e30d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
0b01dc005bbd,10004c4419c44:10009441110c4109,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,27
b324f3337a04,5809d0012814:10092000280cd109,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,27
32fa4605557a,2c82800289c05:8080402cc03402a,win,3,5,5,mate in 3,1,2,1,1,0,0,2,1,28
0139e32ce913,900008410da54:4091809250b,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,26
888607878817,1808096030498:280020100889a07,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
e05873721723,10002121a283a:100210010901d301,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
dee35f2af031,d862c3005:c80201001c62a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
549ce614061d,1008168110080309:1000807839486,win,8,15,17,mate in 9,1,7,1,1,0,5,4,4,27
19af7718ff96,48044106085c1:400020ac04383c,win,8,15,33,mate in 17,3,5,1,1,0,3,5,3,27
71d400f6cf1f,10980c085190c:110010051908c083,win,3,5,9,mate in 5,1,2,1,1,0,0,1,2,28
3c66594b6dc1,10410041c413c:18002d1021b401,win,3,5,7,mate in 4,1,2,1,1,0,0,1,2,27
65da5e686873,91008b5003408:b400a50100098101,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
a87bf7bd23d1,20004884491688:9002112a08161,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
66da80612a2c,81200498092803:8816086d08c,win,5,9,13,mate in 7,3,2,1,1,0,0,1,4,27
f06c6261080c,100800089017400d:800090150008b092,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
61a234db4c64,140904080086069:1000410851609310,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
bda84d9da2f4,200b010291089102:10020092007242d,win,16,31,33,mate in 17,1,15,1,1,0,13,4,12,28
a3ab51bb5104,11004918d0019:1008818900109184,win,4,7,7,mate in 4,2,2,1,1,0,0,0,4,26
eb98e69b1aca,9b14180009144:8000000c314d2809,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,28
ef283d8b0126,11000920c9524:1000002904210a8b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
f9a3de20489f,180068003858a:8002000118141875,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,27
96f076ffd5da,90001980894a4:1000108804a10b09,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
cce6653169e4,90401980894a4:1000108804a50b09,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
16480fab07d7,9060006128528:4000019000d1217,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
275326a94be1,9023046285028:20140910118691,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
2b5a52bb4fb6,108902895128:10080200d8108a91,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
f091c1a8f230,9182980249024:9020800018094a49,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,28
b108ffd7d303,200900031002c909:a108a1093082,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
c64b6d18e879,248016208d128:4801002208232a03,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
7f191c82eef7,929000d18a500:1108019a0011819,win,8,15,33,mate in 17,2,6,1,1,0,4,1,7,28
7b1015c61f17,520942888518:98080900152c5,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
21cae601a772,19900080898103:8000019911101098,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
d5ce5b4c1ce2,1b60094008450:8400000122413309,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
f6724ad53dcb,1b64094008450:8400000122413b09,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
e776d5bba1d7,829182081209108:90008009180948a1,win,9,17,33,mate in 17,2,7,1,0,0,6,4,5,28
5f4464b421b6,a501380121018:901180085009c003,win,5,9,13,mate in 7,3,2,1,0,0,1,0,5,27
a225ae0c4766,21000810099cc4:9021a0606039,win,3,5,5,mate in 3,1,2,1,1,0,0,1,2,27
36d784254d41,a00109011ca81:1000b028a301a,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
25cd526e9549,a02109011ca81:1100b028a301a,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
fe2ae296da37,288808098b2081:800001a08020993a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
71bc97312dbd,10200012d543c:100010291600a341,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
48771b98118c,4092010c00cd028:40924112c95,win,6,11,11,mate in 6,4,2,1,1,0,0,1,5,28
40a7f781db3a,200b3062c5:4094489d38,win,8,15,33,mate in 17,1,7,1,1,0,5,5,3,27
9113ec05079e,1020286818b02:8200848100021499,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
a8e383d4814f,1810086498458:8000025111101b03,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
ca9159c0983d,201240340115c2:300024200260a229,win,4,7,9,mate in 5,2,2,1,0,0,1,2,2,28
0685e7072c12,9120026018652:200200998083909,win,6,11,11,mate in 6,1,5,1,1,0,3,2,4,28
ef33c17b09b3,91702c658:80042404d1127,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
c80b84c543b0,210100104b9043:8000802b812001a8,win,9,17,33,mate in 17,2,7,1,1,0,5,6,3,26
c8b70ee7ed33,1a00990898802:880018802800708d,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
9b2166d9c192,60004028e1a21:20102230821808e,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
5ffb4208f6ef,910011025a168:20002008a8485a05,win,7,13,13,mate in 7,1,6,1,1,0,4,3,4,28
7957c10772c8,a0001708450a5:600e800ba20a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
deec1d45ee88,20902290419022:90000041022a02cd,win,3,5,7,mate in 4,1,2,1,1,0,0,1,2,27
ccd4efc63a61,a1024001889298:a112610965,win,4,7,7,mate in 4,2,2,1,1,0,0,0,4,28
b6524b6aa1d5,102804e044a9:1020008190099144,win,3,5,9,mate in 5,0,3,0,0,1,2,2,1,26
824aaedd0655,1081010124282509:10a09181d2a0,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
f52fc9fba2a4,9880c10229032:80000021881d0c0d,win,10,19,33,mate in 17,2,8,0,0,1,7,8,2,28
1eea7f9cd559,2100090a022d88:a2200299233,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
7d840a801f03,2144094041454:140000024063c02b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
c3de818db674,8018a00aa011480:800014015400ea09,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
3b66f88882a5,109000a01031c0c:501148c81a3,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
88f343adf8fa,304d60486008:3049000090059045,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
a80a69d43e14,6105011c99:11000906ca164,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
fe510cf04df9,218a080a208a08:a080021800950a1,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
82cb3858d6cb,3800c0028153c:100810039007a003,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
876b74603c58,b900800c51881:90000003900a805e,win,7,13,13,mate in 7,1,6,1,1,0,4,3,4,28
660c093c00cc,2830204049c041:10010009b0203038,win,4,7,9,mate in 5,2,2,1,1,0,0,0,4,26
9e5585c508a3,2892a5c18:80088d2804008123,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
2441bdec07b9,12044c148d018:400011301521c5,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
8b1f45257882,10c99441a040:90c1840000881489,win,9,17,29,mate in 15,1,8,1,0,0,7,5,4,27
9b598976637e,9300181489428:850834012343,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,28
fb89ffbf2033,201008d009250c:100824202420d023,win,4,7,7,mate in 4,2,2,1,1,0,0,2,2,27
8cc741742472,20002524483c1:12005200000b500e,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
c2df1b5ba6ba,20002526483c1:12005200000b502e,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
9a2f658e7a90,2100150498c44:8044a8402502b,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,27
5a94bfc5c8ff,90028910cc032:81070023190d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
3814ed33b2b5,108101800108c919:100101998913080,win,4,7,7,mate in 4,2,2,1,1,0,0,1,3,28
e07c7047ee9d,104088e098118:8008811101101e01,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
2597819da31a,100a80280074004d:401042900b9032,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
a5d215684768,81c0092001d204:80000280c2a820a9,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
a1475207f7f1,10483067a408:8002800780081067,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
bac344f31a36,10821699260:1008322192002109,win,3,5,7,mate in 4,2,1,0,0,1,0,0,3,27
a74ef45e6186,9824800d01058:8050001182098281,win,3,5,5,mate in 3,1,2,1,1,0,0,1,2,26
e47925362d29,4d00190514029:100144004ba56,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
b0ff66450f85,100800014868e043:20003028b0011838,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
85d17d1455fe,1108130119a2:110802010c288609,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
7ccbbc6fd11d,1008912882829:1008120008239282,win,5,9,9,mate in 5,1,4,1,1,0,2,2,3,26
28a253e40fbd,2180290009b204:812009220482b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
feb3d5c5d998,100a8800010a8951:8000100a9801540e,win,12,23,31,mate in 16,4,8,1,0,0,7,3,9,28
361a91d4baba,3d058881d:40094048008350c2,win,7,13,23,mate in 12,1,6,1,0,0,5,5,2,28
03bf3457126d,1089108100849034:80008008901b208b,win,7,13,27,mate in 14,1,6,1,0,0,5,3,4,28
df018030347e,20a22008008a845:4800e2206130a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
4125b833a9f4,91002800a509a:9002801910158005,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
57d2eba269c5,108c08009801b009:1108d008c4984,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
37b5b1b169a7,80100201228aa1c:8a01888510a3,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
09390d956879,11180003390d:110800019118c092,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
b8eba08fa339,1009004041038143:100b906850a8,win,8,15,25,mate in 13,1,7,1,0,0,6,3,5,27
1614f8eec7f6,5100095091043:100084054044c50c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
b413a56d3f9b,409948a10001408:10020001848b8083,win,6,11,13,mate in 7,1,5,1,0,0,4,3,3,26
1ca9d21f5452,2082080105121d:80080020822881e2,win,3,5,9,mate in 5,1,2,1,1,0,0,1,2,26
c0283fd11b81,20c48a555:4910075a2a,win,10,19,35,mate in 18,2,8,1,0,0,7,5,5,27
5bf22f92ec35,1100a6400b50a:1008e001900b4011,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
beaad34b0d70,3e0228417:2a000100d71a8,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
f4f93dedfedc,4a00510098191:b0011000a094300c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
e75bdd80a026,60a0200860881a:50b01132e1,win,7,13,19,mate in 10,2,5,1,0,0,4,3,4,27
9bb1f6d6cfb0,110889221c0a8:1080820140883a03,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
35b317ac372a,1043014803498:40000012039c027,win,4,7,7,mate in 4,2,2,1,1,0,0,1,3,26
4ed0900504f8,10819029400010a8:8008408090a9c005,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
9a0facd5bbbb,1204091279042:11052048612d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
6ce256490817,89104291020149:40018900c990a2,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
6a2c6de229e2,1a498b642:100490080348b9,win,4,7,9,mate in 5,2,2,1,1,0,0,0,4,28
4a1f324a8128,90908d0089206:800000509054d89,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
ff45aa566088,1009000880088dc2:90011461122d,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
e965f44a1d35,210510041d8108:802181203435,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
204f08135cd3,210510141d8108:8000802181203435,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
9d59992a5839,1009040091c80128:1049042194c1,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
67a916b9b726,152082200a609:12088001d0095020,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,26
5af121fca79e,10859a080295:10090a0800959808,win,8,15,27,mate in 14,0,8,1,0,0,7,2,6,28
21e7f09c7ee7,2004188128c430:8108812014111109,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
d089e10aff31,1114814809c12:10000401014b03c9,win,3,5,7,mate in 4,0,3,1,0,0,2,2,1,28
7a212e6372cf,13000a082e818:30000001501914a3,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
fa10fde0b1e9,108008c01383c:80020216060c541,win,4,7,9,mate in 5,2,2,1,1,0,0,0,4,27
df7bc0c59d75,2304090483148:3040810223028203,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
a29cc13a5690,3020082093e24:820080030006815b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
eedbecb80e9c,21810815103508:110003180298035,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,28
0668f83c3897,100019c2a4803:90009c080001b428,win,5,9,15,mate in 8,2,3,1,1,0,1,2,3,27
b1c1eff6b4ea,411009024a1448:1008064094018207,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
703c478cc7ed,9800302149281:8000001c800b081e,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,26
42ec2808458b,9800312149281:8002001c800b081e,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,28
09bb8f3f804d,2904089200322c:40000210429c4c3,win,6,11,13,mate in 7,2,4,1,0,0,3,4,2,28
695b4c77145a,1100850003e8a:10080001001bc171,win,4,7,7,mate in 4,2,2,1,1,0,0,0,4,27
86c5665dde60,100200070274b:411509d834,win,3,5,9,mate in 5,1,2,1,0,0,1,1,2,27
3f7087b74c72,108000c821842a5:33001259918,win,9,17,21,mate in 11,2,7,0,0,1,6,6,3,28
c00a0b4c987e,1900390060053:800200500079902c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
6a5b4327cb30,208060007c4043:404000c001b23c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
f12b543b0557,208089240bc48:1002080a43b7,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
40cf10ff17c8,88108a8990e:18001006900720a1,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
8076995ed1a5,10080011003dc032:10100e5002190d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
afaa1f0e1142,20880c004b588:2388b4807,win,3,5,5,mate in 3,1,2,1,1,0,0,1,2,26
eb357543f2f6,1820006209d802:2180112231d,win,5,9,9,mate in 5,2,3,1,0,0,2,2,3,26
5ffde37413ae,2018071601288:1000102200826163,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
45c61da604c9,102800010430a449:11028b0091034,win,6,11,19,mate in 10,0,6,1,0,0,5,3,3,26
2d7b48477689,108621820988041:10043417398,win,4,7,9,mate in 5,2,2,1,0,0,1,0,4,28
79a16efc122f,9c0851080500c:d0801008c00d8081,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
4912e46f0f75,850020084a8968:20808580a50087,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
f72db319296b,300940008081409d:b009700cb002,win,13,25,25,mate in 13,4,9,1,0,0,8,6,7,28
464d25b6a4a9,140481000932e:80001c2496051,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
62e0cb1fbcc3,140481100932e:40080001c2496051,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
55be7b93271e,29511050b1:1008508080a98148,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
bd1f3fe8e786,3001484498614:b1216114b,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
29c41aa406e3,1049811110e1:1009009010c88518,win,4,7,7,mate in 4,2,2,1,1,0,0,1,3,27
045663ea1009,a4182587048:40201038018a17,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
ba98de31f8c2,1802010a490cc:8008008980090a31,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
6764241594b8,910404841dc01:9000c0099008206c,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
c115136ed6a6,19080488489045:1804101910150818,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
8b8f96b4d31b,1800002137b01:80002201a004849e,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
d2f423c287dd,290c0a9432:1001180090214909,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
85607adf1d80,20098029c0041089:8000608020a9e024,win,3,5,9,mate in 5,1,2,0,0,1,1,1,2,28
7c750b9e8e40,18244d380c:808384018100451,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
6528512b303d,2910204100912a:1000400b902b4001,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
0ec58655e52d,99020006092c4:800000099209012b,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,26
2178be81b58d,1880910290838:9808102089009301,win,5,9,9,mate in 5,3,2,1,1,0,0,1,4,27
bdddc13a55d7,900093080e498:b000b00080091903,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
cbbb4c1cb1f4,1200a30089138:8010181332a03,win,4,7,9,mate in 5,2,2,1,1,0,0,0,4,27
d5dfeec38d5d,1800021a99089:b000302190002920,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
99977248ac5a,1800029a99089:b000312190002920,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
2172ca1a7eb0,33291869:100010280042a706,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,26
ebbea51907b8,100980010218a30c:80001118b1051011,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
3d2ecf46f999,2801014558254:11020382021c0b,win,8,15,33,mate in 17,0,8,0,0,1,7,4,4,28
2308003d9109,180914081a64:10080020aa21a409,win,10,19,37,mate in 19,0,10,0,0,0,10,6,4,27
616583836d71,180808232807a:8000024110c15285,win,8,15,31,mate in 16,1,7,1,1,0,5,6,2,28
5b2c0d547558,110c0024a30d8:1240020110814227,win,4,7,7,mate in 4,2,2,1,1,0,0,1,3,28
995d9d000873,10410450ac203:10900151d1c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
127f35d7b535,930028008ea08:1000800938831083,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
0e170e86f809,9010083825381:10040096009a81a,win,7,13,13,mate in 7,2,5,1,0,0,4,4,3,28
cd0a3e77f2d1,2d801d802c008:d009000a00091823,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
051e47ad1306,10048044704d8:40001700189027,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
13436c8528e8,90048044704d8:40041700189027,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
3e5442c8b34a,2504318075:80218000904c148a,win,10,19,19,mate in 10,2,8,1,1,0,6,8,2,27
4a3907055cf5,2a00482443309:2041004320038056,win,10,19,29,mate in 15,0,10,1,0,0,9,6,4,28
665f7c16499d,ea10e08a808:801800080a116a3,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
8aca9c8c9e43,16001b2004a09:c000820040a9b0a0,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
70b82194ba09,20920090112851:900000210a6092a8,win,8,15,29,mate in 15,0,8,1,0,0,7,3,5,27
2a3dba16eb3e,1204522408259:480208900d3884,win,9,17,31,mate in 16,2,7,1,0,0,6,3,6,28
818fd0b24543,420407080c858:48c453487,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
956519ef35f4,100008a2898b4:890091434b,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
3eafcf8d8060,34400c104261c:800080030413d103,win,3,5,9,mate in 5,0,3,0,0,0,3,2,1,28
2c3199be696f,181002158a148:118001990011015,win,7,13,13,mate in 7,2,5,1,0,0,4,5,2,26
1fd81298db88,2200180096b03:1000a78029468,win,6,11,13,mate in 7,2,4,1,0,0,3,3,3,27
605bca64c9ec,890301a201b200:8200808801884589,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
d0859ebdf150,9100880293124:100080251046804b,win,3,5,9,mate in 5,0,3,0,0,1,2,2,1,27
8396a7b15276,801880900a88029:800800809c051c84,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
9dcf5e569e7b,8010c4094681820:8008902908018449,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
59f4ad3e0fd9,598800a0899:108800205909702,win,4,7,9,mate in 5,2,2,1,1,0,0,0,4,27
6579c651f445,26c002c0233:2800002253304c,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
06b0c78016e8,15101c1009803:800016296728,win,4,7,7,mate in 4,2,2,1,1,0,0,0,4,27
ff4d6c5d89d6,12002160b2508:1002160120001233,win,10,19,23,mate in 12,3,7,0,0,1,6,7,3,26
b86f49788fe8,91100101411140c:9018b008b51,win,10,19,35,mate in 18,1,9,0,0,1,8,6,4,27
a6b14b0cae77,9004001d48384:10d12091059,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
a477884fde69,9004005d48384:10d12091459,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
a17c39945164,8100c902409068:48920090a90281,win,5,9,13,mate in 7,3,2,1,1,0,0,1,4,27
